age,job,marital,education,default,housing,loan,contact,campaign,poutcome,y
37,blue-collar,married,primary,no,yes,no,cellular,2,success,no
82,retired,married,primary,no,no,no,cellular,1,success,yes
31,technician,married,tertiary,no,yes,no,cellular,4,failure,yes
38,technician,single,secondary,no,yes,no,cellular,2,other,yes
30,technician,single,tertiary,no,no,no,cellular,3,failure,yes
36,admin.,divorced,tertiary,no,yes,yes,cellular,3,failure,no
59,admin.,married,secondary,no,yes,no,cellular,2,failure,yes
76,retired,married,tertiary,no,no,no,cellular,1,success,yes
27,student,single,tertiary,no,no,no,cellular,1,failure,no
31,admin.,single,secondary,no,yes,no,cellular,1,other,yes
59,management,married,tertiary,no,no,no,cellular,1,success,yes
55,admin.,married,secondary,no,no,no,telephone,6,failure,no
30,management,married,tertiary,no,yes,no,cellular,7,other,yes
41,admin.,single,secondary,no,yes,yes,cellular,1,failure,yes
30,admin.,single,secondary,no,no,no,cellular,1,failure,yes
75,retired,divorced,primary,no,no,no,cellular,1,other,no
38,admin.,married,tertiary,no,no,no,cellular,1,success,no
21,student,single,tertiary,no,yes,no,cellular,2,failure,no
32,management,single,tertiary,no,no,no,cellular,2,failure,no
30,management,married,tertiary,no,yes,no,cellular,2,failure,yes
49,blue-collar,married,primary,no,yes,yes,cellular,1,other,no
36,entrepreneur,married,tertiary,no,yes,no,cellular,1,failure,no
32,services,single,secondary,no,no,yes,cellular,7,other,no
32,student,single,tertiary,no,no,no,cellular,3,failure,yes
57,admin.,married,secondary,no,yes,no,cellular,1,failure,yes
34,admin.,married,secondary,no,yes,no,cellular,1,failure,yes
30,technician,single,tertiary,no,yes,no,cellular,1,failure,no
54,blue-collar,married,primary,no,yes,yes,cellular,4,other,no
31,management,married,tertiary,no,yes,no,cellular,1,failure,no
32,blue-collar,married,secondary,no,no,no,cellular,1,success,yes
37,management,single,tertiary,no,yes,yes,cellular,5,failure,yes
29,services,single,secondary,no,yes,no,cellular,4,failure,no
32,management,single,tertiary,no,no,no,cellular,2,success,no
32,self-employed,single,tertiary,no,no,no,telephone,1,failure,yes
65,retired,married,tertiary,no,no,no,cellular,3,failure,yes
30,technician,married,secondary,no,no,no,cellular,1,failure,yes
57,management,married,tertiary,no,no,no,cellular,1,failure,yes
39,services,single,secondary,no,yes,no,cellular,1,failure,no
33,technician,single,tertiary,no,yes,no,cellular,1,success,yes
28,services,single,tertiary,no,no,no,cellular,1,failure,yes
28,entrepreneur,married,secondary,no,yes,no,cellular,1,other,yes
37,technician,married,secondary,no,yes,no,cellular,1,failure,yes
59,services,divorced,secondary,no,yes,no,cellular,1,other,yes
54,services,married,secondary,no,yes,no,cellular,2,failure,no
34,admin.,married,tertiary,no,no,yes,cellular,3,success,yes
30,management,married,tertiary,no,yes,yes,cellular,1,other,no
60,unemployed,married,primary,no,no,no,cellular,1,other,yes
38,entrepreneur,married,tertiary,no,no,yes,cellular,3,failure,no
29,entrepreneur,married,secondary,no,yes,no,cellular,3,failure,no
53,self-employed,divorced,secondary,no,yes,yes,cellular,1,failure,no
27,student,single,tertiary,no,no,no,cellular,1,success,no
54,services,divorced,secondary,no,yes,no,cellular,3,other,yes
30,unemployed,single,secondary,no,no,no,cellular,1,success,yes
26,blue-collar,single,secondary,no,no,no,cellular,2,other,no
31,blue-collar,single,secondary,no,yes,no,cellular,1,failure,yes
34,blue-collar,married,secondary,no,no,yes,cellular,2,other,no
61,retired,married,secondary,no,no,no,cellular,3,success,yes
29,management,married,secondary,no,no,no,cellular,1,failure,yes
32,management,single,tertiary,no,yes,yes,cellular,2,failure,yes
48,unemployed,married,secondary,no,no,no,cellular,3,success,yes
49,unemployed,divorced,tertiary,no,no,no,cellular,1,failure,no
40,blue-collar,single,secondary,no,yes,no,cellular,1,failure,no
32,technician,married,secondary,no,yes,no,cellular,1,failure,no
33,management,married,tertiary,no,yes,no,cellular,3,failure,yes
80,housemaid,married,primary,no,no,no,cellular,1,failure,no
43,management,divorced,tertiary,no,yes,no,cellular,1,other,yes
60,technician,married,secondary,no,yes,no,cellular,1,success,yes
33,services,married,tertiary,no,yes,yes,cellular,2,failure,no
70,retired,divorced,primary,no,no,no,telephone,1,success,yes
70,retired,married,secondary,no,no,no,cellular,2,failure,no
37,technician,divorced,secondary,no,yes,yes,cellular,2,other,yes
30,technician,single,tertiary,no,no,no,cellular,1,failure,yes
48,blue-collar,married,secondary,no,yes,no,cellular,1,failure,no
75,retired,married,tertiary,no,no,no,cellular,1,success,yes
30,self-employed,married,tertiary,no,no,no,cellular,2,success,yes
31,blue-collar,single,secondary,no,yes,no,cellular,1,success,no
32,admin.,single,tertiary,no,no,no,cellular,2,success,no
51,admin.,divorced,secondary,no,yes,no,cellular,2,failure,yes
34,admin.,married,secondary,no,yes,no,cellular,3,failure,no
54,blue-collar,married,secondary,no,no,no,telephone,7,failure,no
21,student,single,secondary,no,no,no,telephone,1,success,yes
32,management,single,secondary,no,yes,no,cellular,1,failure,yes
45,management,married,tertiary,no,yes,no,cellular,6,success,yes
30,technician,single,secondary,no,no,no,cellular,2,success,yes
30,services,single,secondary,no,yes,no,cellular,4,other,yes
35,management,married,tertiary,no,no,no,cellular,2,success,yes
30,management,married,tertiary,no,no,no,cellular,1,other,no
36,blue-collar,single,primary,no,yes,no,telephone,2,failure,no
31,admin.,married,secondary,no,no,no,cellular,2,success,yes
44,blue-collar,divorced,secondary,no,yes,no,cellular,4,failure,no
44,management,divorced,tertiary,no,no,no,cellular,2,failure,yes
41,services,married,secondary,no,yes,no,cellular,2,success,yes
39,admin.,divorced,secondary,no,yes,no,cellular,2,success,no
30,unemployed,single,tertiary,no,no,no,cellular,6,failure,no
50,blue-collar,divorced,secondary,no,yes,no,telephone,1,other,yes
34,admin.,divorced,secondary,no,yes,no,cellular,2,failure,yes
25,technician,single,secondary,no,yes,no,cellular,3,failure,yes
53,management,married,tertiary,no,yes,no,cellular,2,other,yes
47,entrepreneur,divorced,secondary,no,yes,yes,cellular,3,failure,no
33,services,married,secondary,no,yes,no,telephone,1,failure,yes
36,services,married,tertiary,no,yes,no,cellular,3,failure,no
55,admin.,married,secondary,no,no,no,cellular,1,failure,yes
50,blue-collar,married,primary,no,yes,no,cellular,3,failure,yes
59,technician,married,secondary,no,no,no,cellular,2,failure,no
49,blue-collar,married,primary,no,yes,no,cellular,2,other,no
29,self-employed,married,secondary,no,no,yes,cellular,1,success,yes
55,management,married,primary,no,yes,no,cellular,1,failure,no
60,retired,divorced,tertiary,no,yes,no,cellular,3,failure,no
31,management,single,tertiary,no,no,no,cellular,2,success,yes
39,technician,single,secondary,no,yes,no,cellular,2,failure,yes
36,technician,married,secondary,no,yes,no,cellular,1,other,no
33,management,married,tertiary,no,yes,no,cellular,3,failure,yes
39,blue-collar,single,secondary,no,no,no,cellular,1,other,no
31,management,single,tertiary,no,yes,no,cellular,1,failure,no
51,management,married,tertiary,no,no,no,cellular,2,failure,no
37,admin.,married,tertiary,no,no,no,cellular,2,other,yes
33,services,married,secondary,no,yes,no,cellular,1,other,no
61,retired,married,tertiary,no,yes,no,cellular,1,success,yes
27,blue-collar,single,secondary,yes,no,yes,cellular,2,success,no
74,retired,married,tertiary,no,no,no,telephone,2,failure,yes
32,management,single,tertiary,no,yes,yes,cellular,1,failure,no
52,blue-collar,divorced,primary,no,yes,no,cellular,2,failure,yes
38,services,married,secondary,no,yes,no,cellular,1,failure,yes
23,student,single,secondary,no,no,no,cellular,3,other,yes
63,management,married,tertiary,no,no,no,cellular,2,failure,no
34,management,married,tertiary,no,yes,no,cellular,1,success,yes
62,retired,married,tertiary,no,yes,no,cellular,1,success,yes
59,retired,married,primary,no,no,no,telephone,2,success,yes
54,admin.,divorced,tertiary,no,no,no,cellular,1,failure,no
61,blue-collar,married,secondary,no,no,no,cellular,1,failure,no
41,technician,married,secondary,no,yes,no,cellular,4,other,no
36,management,single,tertiary,no,yes,no,cellular,2,failure,yes
57,management,married,primary,no,no,no,cellular,4,failure,no
63,management,married,tertiary,no,no,no,cellular,2,success,yes
35,admin.,married,secondary,no,yes,no,cellular,3,other,no
23,student,single,secondary,no,no,no,cellular,1,success,yes
46,housemaid,married,secondary,no,no,no,cellular,3,success,yes
49,services,married,primary,no,yes,no,cellular,2,failure,yes
37,management,married,tertiary,no,no,no,cellular,2,other,yes
46,technician,married,secondary,no,no,yes,cellular,2,success,no
57,retired,married,primary,no,no,no,cellular,4,success,yes
25,student,single,secondary,no,no,no,cellular,1,other,yes
60,services,married,tertiary,no,yes,no,cellular,3,other,no
50,admin.,married,secondary,no,yes,yes,cellular,3,failure,no
39,management,married,tertiary,no,no,no,cellular,1,failure,no
25,student,single,secondary,no,no,no,cellular,1,other,yes
24,management,single,tertiary,no,no,no,cellular,2,success,yes
36,admin.,single,tertiary,no,no,no,cellular,1,success,yes
37,management,married,primary,no,no,no,cellular,3,success,no
31,admin.,single,tertiary,no,no,no,cellular,1,failure,no
60,retired,divorced,tertiary,no,yes,no,cellular,1,success,yes
41,management,divorced,tertiary,no,no,no,cellular,1,failure,no
57,technician,married,secondary,no,yes,no,telephone,1,failure,yes
38,housemaid,married,secondary,no,yes,no,cellular,2,other,no
55,blue-collar,divorced,primary,no,yes,no,telephone,3,failure,no
41,admin.,married,secondary,no,yes,yes,cellular,1,failure,no
32,management,married,tertiary,no,no,no,cellular,2,failure,yes
30,self-employed,single,tertiary,no,no,no,cellular,4,success,no
55,admin.,married,secondary,no,no,no,cellular,1,success,no
36,technician,married,tertiary,no,no,no,cellular,3,success,yes
60,admin.,married,secondary,no,yes,no,cellular,1,failure,no
67,retired,married,primary,no,no,no,cellular,2,other,yes
37,management,divorced,tertiary,yes,yes,yes,cellular,1,failure,no
39,self-employed,married,tertiary,no,yes,no,cellular,2,other,yes
30,technician,single,secondary,yes,no,yes,cellular,1,failure,no
55,admin.,married,secondary,no,yes,yes,cellular,4,other,yes
35,management,divorced,tertiary,no,yes,no,cellular,2,failure,no
33,management,married,tertiary,no,yes,no,cellular,1,other,no
37,technician,single,tertiary,no,yes,no,cellular,2,other,yes
46,management,divorced,tertiary,no,yes,no,cellular,4,failure,no
28,management,divorced,tertiary,no,yes,no,cellular,2,other,yes
86,retired,married,secondary,no,no,no,telephone,3,other,no
30,management,single,tertiary,no,no,no,cellular,1,success,yes
37,management,married,tertiary,no,yes,no,cellular,1,failure,yes
56,management,divorced,primary,no,yes,no,cellular,4,other,no
26,student,single,tertiary,no,yes,no,cellular,1,failure,no
29,unemployed,single,primary,no,no,no,cellular,2,success,yes
50,technician,divorced,secondary,no,yes,yes,cellular,2,failure,yes
63,retired,married,secondary,no,no,no,cellular,1,other,yes
37,services,married,secondary,no,yes,no,cellular,4,success,no
63,retired,married,secondary,no,no,no,cellular,1,other,no
39,blue-collar,single,primary,no,yes,no,cellular,1,other,yes
53,blue-collar,married,primary,no,yes,yes,cellular,6,failure,no
30,admin.,single,tertiary,no,no,no,cellular,1,success,no
25,student,single,secondary,no,no,no,cellular,1,success,no
31,technician,single,secondary,no,no,no,cellular,1,success,no
49,technician,married,secondary,no,no,no,cellular,2,failure,yes
37,management,single,tertiary,no,yes,no,cellular,2,success,yes
33,management,divorced,tertiary,no,yes,yes,cellular,1,failure,yes
45,technician,married,secondary,no,yes,no,cellular,1,failure,no
40,blue-collar,married,secondary,no,yes,no,cellular,2,failure,yes
40,management,single,tertiary,no,yes,no,cellular,1,failure,no
26,unemployed,single,secondary,no,no,no,cellular,3,success,yes
31,blue-collar,married,primary,no,yes,no,cellular,3,failure,no
48,services,married,secondary,no,yes,no,cellular,1,failure,no
69,retired,divorced,secondary,no,no,no,cellular,2,success,no
26,technician,single,secondary,no,yes,no,cellular,2,success,yes
59,self-employed,married,tertiary,no,yes,no,cellular,1,failure,no
34,technician,married,secondary,no,no,no,cellular,2,success,yes
40,management,single,tertiary,no,yes,no,cellular,2,success,no
36,unemployed,single,tertiary,no,yes,no,cellular,1,other,no
31,technician,single,tertiary,no,yes,no,cellular,1,failure,yes
58,management,married,tertiary,no,yes,no,cellular,2,other,no
45,technician,married,secondary,no,yes,no,cellular,6,failure,no
33,unemployed,married,secondary,no,no,no,cellular,1,success,no
41,unemployed,single,tertiary,no,no,no,cellular,1,success,no
35,self-employed,single,tertiary,no,yes,yes,cellular,1,failure,yes
73,retired,married,secondary,no,no,no,cellular,1,failure,no
57,admin.,married,secondary,no,yes,no,cellular,1,other,yes
37,management,single,tertiary,no,no,no,cellular,1,failure,no
45,management,single,tertiary,no,yes,no,cellular,2,success,no
32,self-employed,single,tertiary,no,yes,no,cellular,2,failure,no
31,self-employed,married,tertiary,no,yes,yes,cellular,1,failure,yes
35,services,divorced,secondary,no,yes,no,cellular,1,failure,no
29,housemaid,single,tertiary,no,no,no,cellular,1,success,yes
52,management,married,tertiary,no,yes,no,cellular,1,failure,yes
42,technician,married,secondary,no,yes,no,cellular,1,failure,yes
56,management,divorced,tertiary,no,no,no,cellular,3,failure,no
31,unemployed,single,secondary,no,no,no,cellular,1,failure,no
39,services,married,secondary,no,yes,no,cellular,6,other,no
47,blue-collar,single,secondary,no,yes,no,cellular,3,failure,no
83,retired,married,tertiary,no,no,no,cellular,1,failure,no
34,blue-collar,married,secondary,no,yes,no,cellular,3,other,yes
42,admin.,single,secondary,no,yes,no,cellular,2,failure,yes
36,technician,married,tertiary,no,yes,no,cellular,2,success,yes
60,retired,divorced,tertiary,no,yes,no,cellular,2,failure,no
29,blue-collar,single,tertiary,no,no,no,telephone,2,success,no
33,management,single,tertiary,no,yes,no,cellular,2,other,yes
28,management,single,tertiary,no,yes,no,cellular,3,other,yes
56,blue-collar,married,secondary,no,yes,yes,cellular,2,other,no
34,technician,single,secondary,no,no,no,cellular,1,failure,no
24,blue-collar,single,secondary,no,no,yes,cellular,1,success,yes
35,management,married,tertiary,no,no,yes,cellular,1,failure,no
48,technician,married,secondary,no,yes,no,cellular,1,failure,yes
47,admin.,married,secondary,no,no,yes,cellular,1,failure,no
43,blue-collar,married,primary,no,no,no,cellular,2,success,yes
33,management,married,tertiary,no,no,no,cellular,1,failure,yes
34,management,married,tertiary,no,no,no,cellular,1,failure,no
54,admin.,single,secondary,no,yes,no,telephone,6,failure,no
52,services,married,secondary,no,no,no,telephone,2,failure,no
39,management,single,tertiary,no,yes,no,cellular,1,failure,no
32,blue-collar,married,secondary,yes,yes,no,cellular,1,other,no
50,technician,divorced,secondary,no,no,yes,cellular,2,failure,no
59,retired,married,primary,no,no,no,cellular,2,failure,no
28,management,single,tertiary,no,no,no,cellular,1,other,yes
26,management,single,tertiary,no,no,no,cellular,1,success,yes
33,technician,single,secondary,no,yes,no,cellular,2,failure,yes
27,management,single,tertiary,no,no,no,cellular,2,failure,yes
33,admin.,married,tertiary,no,no,no,cellular,1,failure,yes
52,blue-collar,married,secondary,no,yes,no,telephone,1,failure,no
44,services,single,secondary,no,yes,no,cellular,2,failure,no
36,blue-collar,divorced,secondary,no,yes,yes,cellular,1,other,no
25,admin.,single,secondary,no,yes,yes,cellular,1,failure,no
30,management,single,tertiary,no,yes,no,cellular,1,success,yes
47,blue-collar,married,primary,no,yes,yes,cellular,2,other,no
